model,k,S,seed,auroc,bal_acc,pos_rate,dt_cv,seconds
selective,12,48,1,0.9784783413980583,0.9328226423817945,0.042161207646131516,0.004903121385723352,179.67714405059814
selective,12,48,2,0.9777829495458256,0.935658627197306,0.04095928370952606,0.004096028860658407,170.70163488388062
selective,12,64,0,0.9843445629664629,0.9480708386605798,0.042799729853868484,,132.55653738975525
selective,12,64,1,0.9909263143479878,0.9632441508419065,0.042161207646131516,0.010988340713083744,211.099764585495
selective,12,64,2,0.9908406014100184,0.9615245462382954,0.04095928370952606,0.012633927166461945,208.07847261428833
selective,14,2,0,0.5402551819993696,0.529681455174711,0.04135742038488388,,56.47621536254883
selective,14,2,1,0.5447657906947152,0.533047046830196,0.03970703110098839,0.08374666422605515,88.94709277153015
selective,14,2,2,0.5450046973323103,0.5319045198514879,0.041777342557907104,0.05824246630072594,98.51457071304321
selective,14,4,0,0.5851474606250193,0.5542243377307717,0.04135742038488388,,61.61559581756592
selective,14,4,1,0.5763775083145909,0.5573733861118861,0.03970703110098839,0.07369402796030045,89.97258973121643
selective,14,4,2,0.5737235369057453,0.5527802381172844,0.041777342557907104,0.05309443548321724,101.77579402923584
selective,14,8,0,0.6387960058814789,0.5979050884798629,0.04135742038488388,,63.84814667701721
selective,14,8,1,0.6200367552845056,0.5844781587064398,0.03970703110098839,0.03636559098958969,102.47216320037842
selective,14,8,2,0.6449744075933979,0.6014120141188404,0.041777342557907104,0.028211163356900215,106.06584000587463
selective,14,12,0,0.6718898132562511,0.6240162892260706,0.04135742038488388,,66.90597820281982
selective,14,12,1,0.6664558524856875,0.6198680869323261,0.03970703110098839,0.021323764696717262,105.64110612869263
selective,14,12,2,0.6962125171687356,0.6413945647745254,0.041777342557907104,0.016146739944815636,108.88520455360413
selective,14,16,0,0.7535165421253316,0.681340556712727,0.04135742038488388,,72.74566411972046
selective,14,16,1,0.707540224668306,0.653397501039227,0.03970703110098839,0.017600882798433304,120.13843774795532
selective,14,16,2,0.7433912071126804,0.6774205864775358,0.041777342557907104,0.010740239173173904,117.47448253631592
selective,14,24,0,0.813290030260715,0.7364706352116233,0.04135742038488388,,81.10257124900818
selective,14,24,1,0.7951730378024099,0.7196411572428734,0.03970703110098839,0.012239605188369751,127.28225708007812
selective,14,24,2,0.8061759664164825,0.7308826998712301,0.041777342557907104,0.009149713441729546,130.23599123954773
selective,14,32,0,0.9006546804464041,0.8222939042408117,0.04135742038488388,,91.65624833106995
selective,14,32,1,0.9494656556189721,0.8914391529732365,0.03970703110098839,0.00570340733975172,142.03220224380493
selective,14,32,2,0.905553711035462,0.8315431379616824,0.041777342557907104,0.0054688481613993645,138.55140829086304
